match_id,winner,avg_momentum,p1_time_ahead
2023-wimbledon-1301,1,2.461343930690931,0.6766666666666666
2023-wimbledon-1302,2,1.4277436962112768,0.7213930348258707
2023-wimbledon-1303,2,-10.022591856756,0.16417910447761194
2023-wimbledon-1304,2,0.6940306259584983,0.5845697329376854
2023-wimbledon-1305,1,2.8021499249552297,0.6991869918699187
2023-wimbledon-1306,1,3.2172488932941534,0.7228915662650602
2023-wimbledon-1307,1,3.4144817979995836,0.6896551724137931
2023-wimbledon-1308,2,-0.7959787274793938,0.4263157894736842
2023-wimbledon-1309,1,4.842438002324823,0.7746478873239436
2023-wimbledon-1310,1,0.024408533362074162,0.5440251572327044
2023-wimbledon-1311,2,-9.019577738923596,0.11764705882352941
2023-wimbledon-1312,1,2.1345581261456608,0.6218181818181818
2023-wimbledon-1313,1,2.662185130177861,0.6517241379310345
2023-wimbledon-1314,1,9.638142138284397,0.8810810810810811
2023-wimbledon-1315,2,-5.2872619269371,0.08585858585858586
2023-wimbledon-1316,2,-11.499390467744465,0.005988023952095809
2023-wimbledon-1401,1,5.645903950317173,0.8222222222222222
2023-wimbledon-1402,2,-2.479188845547668,0.26277372262773724
2023-wimbledon-1403,1,9.540408723015076,0.9508196721311475
2023-wimbledon-1404,1,-5.515526076573918,0.2902097902097902
2023-wimbledon-1405,1,8.637255363767354,0.8558139534883721
2023-wimbledon-1406,1,4.8908486122715455,0.5128205128205128
2023-wimbledon-1407,1,2.2428409725336316,0.6676737160120846
2023-wimbledon-1408,2,-2.9613173888889937,0.1992619926199262
2023-wimbledon-1501,1,4.388517119574823,0.7777777777777778
2023-wimbledon-1502,1,3.4232785226346882,0.6819787985865724
2023-wimbledon-1503,1,7.025085822165655,0.6994818652849741
2023-wimbledon-1504,2,-5.429101021694042,0.17050691244239632
2023-wimbledon-1601,1,8.052840609271357,0.8742138364779874
2023-wimbledon-1602,2,-0.7703806911396407,0.39603960396039606
2023-wimbledon-1701,1,2.8033472707168317,0.5988023952095808
