season,week,rank_bias,pct_bias,bias_diff
1,2,0.0,0.0,0.0
1,3,-0.2,-0.2,0.0
1,4,0.25,-0.5,0.75
2,1,0.0,0.0,0.0
2,2,0.0,0.0,0.0
2,3,0.0,0.0,0.0
2,4,-0.14285714285714285,-0.14285714285714285,0.0
2,5,-0.16666666666666666,-0.16666666666666666,0.0
2,6,-0.2,-0.2,0.0
2,7,0.0,0.0,0.0
3,1,0.9090909090909091,0.9090909090909091,0.0
3,2,-0.4,-0.4,0.0
3,3,-0.5555555555555556,-0.5555555555555556,0.0
3,4,-0.5,-0.5,0.0
3,5,0.2857142857142857,-0.8571428571428571,1.1428571428571428
3,7,0.8,0.8,0.0
3,8,0.75,0.75,0.0
4,2,-0.45454545454545453,-0.45454545454545453,0.0
4,3,-0.4,-0.4,0.0
4,4,-0.2222222222222222,-0.2222222222222222,0.0
4,5,0.875,0.875,0.0
4,6,-0.2857142857142857,-0.2857142857142857,0.0
4,7,-0.16666666666666666,-0.16666666666666666,0.0
4,8,0.8,0.8,0.0
4,9,0.75,0.75,0.0
5,1,0.9166666666666666,0.9166666666666666,0.0
5,2,-0.5454545454545454,-0.5454545454545454,0.0
5,3,0.9,0.9,0.0
5,4,-0.1111111111111111,-0.1111111111111111,0.0
5,5,-0.125,-0.125,0.0
5,6,-0.42857142857142855,-0.42857142857142855,0.0
5,7,0.8333333333333334,0.8333333333333334,0.0
5,8,-0.4,-0.4,0.0
5,9,-0.25,-0.25,0.0
6,2,-0.16666666666666666,0.9166666666666666,-1.0833333333333333
6,3,-0.4,-0.4,0.0
6,4,0.8888888888888888,0.8888888888888888,0.0
6,5,0.875,0.875,0.0
6,6,0.8571428571428571,0.8571428571428571,0.0
6,7,-0.3333333333333333,-0.3333333333333333,0.0
6,8,-0.4,-0.4,0.0
6,9,0.75,0.75,0.0
7,1,-0.38461538461538464,0.9230769230769231,-1.3076923076923077
7,2,-0.18181818181818182,-0.18181818181818182,0.0
7,4,0.8888888888888888,0.8888888888888888,0.0
7,5,-0.375,-0.375,0.0
7,6,0.8571428571428571,0.8571428571428571,0.0
7,7,-0.3333333333333333,-0.3333333333333333,0.0
7,8,-0.2,-0.2,0.0
7,9,0.75,0.75,0.0
8,2,-0.3076923076923077,-0.3076923076923077,0.0
8,3,-0.16666666666666666,-0.16666666666666666,0.0
8,4,-0.18181818181818182,0.9090909090909091,-1.0909090909090908
8,5,-0.3333333333333333,-0.3333333333333333,0.0
8,6,0.875,0.875,0.0
8,7,0.8571428571428571,0.8571428571428571,0.0
8,8,-0.16666666666666666,-0.16666666666666666,0.0
8,9,-0.2,-0.2,0.0
8,10,0.75,0.75,0.0
9,1,0.0,0.0,0.0
9,2,-0.07142857142857142,-0.07142857142857142,0.0
9,3,-0.23076923076923078,-0.23076923076923078,0.0
9,4,-0.18181818181818182,-0.18181818181818182,0.0
9,5,-0.2,-0.2,0.0
9,6,0.0,0.8888888888888888,-0.8888888888888888
9,7,-0.14285714285714285,0.8571428571428571,-1.0
9,8,-0.2,-0.2,0.0
9,9,-0.5,-0.5,0.0
10,2,-0.45454545454545453,-0.45454545454545453,0.0
10,3,0.9,0.9,0.0
10,4,-0.1111111111111111,-0.1111111111111111,0.0
10,5,0.875,0.875,0.0
10,6,0.8571428571428571,0.8571428571428571,0.0
10,7,-0.3333333333333333,-0.3333333333333333,0.0
10,8,0.8,0.8,0.0
10,9,0.75,0.75,0.0
11,1,-0.16666666666666666,-0.16666666666666666,0.0
11,2,0.9090909090909091,0.9090909090909091,0.0
11,3,0.9,0.9,0.0
11,4,0.8888888888888888,0.8888888888888888,0.0
11,5,-0.25,-0.25,0.0
11,6,-0.7142857142857143,-0.7142857142857143,0.0
11,7,-0.3333333333333333,-0.3333333333333333,0.0
11,8,-0.2,-0.2,0.0
11,9,-0.25,-0.25,0.0
12,2,-0.18181818181818182,-0.18181818181818182,0.0
12,3,0.9,0.9,0.0
12,4,-0.1111111111111111,-0.1111111111111111,0.0
12,5,-0.25,-0.25,0.0
12,6,0.8571428571428571,0.8571428571428571,0.0
12,7,-0.3333333333333333,-0.3333333333333333,0.0
12,8,-0.2,-0.2,0.0
12,9,0.75,0.75,0.0
13,1,0.9166666666666666,0.9166666666666666,0.0
13,2,-0.6363636363636364,-0.6363636363636364,0.0
13,3,-0.6,-0.6,0.0
13,4,-0.3333333333333333,-0.3333333333333333,0.0
13,5,0.875,0.875,0.0
13,6,0.8571428571428571,0.8571428571428571,0.0
13,7,-0.16666666666666666,-0.16666666666666666,0.0
13,8,0.8,0.8,0.0
13,9,0.75,0.75,0.0
14,2,0.9166666666666666,0.9166666666666666,0.0
14,3,-0.36363636363636365,-0.36363636363636365,0.0
14,4,-0.1,-0.1,0.0
14,5,0.8888888888888888,0.8888888888888888,0.0
14,6,0.875,0.875,0.0
14,7,-0.14285714285714285,-0.14285714285714285,0.0
14,8,-0.6666666666666666,0.8333333333333334,-1.5
14,9,-0.25,-0.75,0.5
15,1,0.9230769230769231,0.9230769230769231,0.0
15,2,-0.4166666666666667,-0.4166666666666667,0.0
